# Average windspeeds at the sites of 8263 new windmills in Deutschland  at 175m 
# sites from https://www.marktstammdatenregister.de/MaStR 20260101 running since 2024 or planned
# windspeeds from https://opendata.dwd.de/.../cosmo_rea6 hourly in 2014
# written ~bz/py/wind/markt/new/newwindmills.py 2026-02-19 Feb 15:20 

Cosmowind175	Cosmocap175	AGS	State	MW	Lat	Lon	Thi	Rotor	Date	Lkr	Place
5.92	30	9677	BY	7.2	49.8966	9.89877	175	172	2027-09-01	Main-Spessart	Retzstadt
5.82	29	9677	BY	7.2	50.0143	9.9055	175	172	2026-11-30	Main-Spessart	Eußenheim
5.82	29	9677	BY	7.2	50.0122	9.91339	175	172	2026-11-30	Main-Spessart	Eußenheim
5.82	29	9677	BY	7.2	50.016	9.91487	175	172	2026-11-30	Main-Spessart	Eußenheim
5.52	27	9677	BY	7	49.8228	9.67503	164	163	2027-11-07	Main-Spessart	Erlenbach
5.52	27	9677	BY	7	49.8242	9.67034	164	163	2027-11-07	Main-Spessart	Erlenbach
5.34	25	9182	BY	5.56	47.9374	11.697	167	160	2025-07-18	Miesbach	Otterfing
5.64	28	9676	BY	6.2	49.7593	9.12973	169	162	2028-09-18	Miltenberg	Wörth
5.64	28	9676	BY	6.2	49.771	9.12652	169	162	2028-09-18	Miltenberg	Wörth
5.64	28	9676	BY	6.2	49.7632	9.12094	169	162	2028-09-18	Miltenberg	Wörth
5.64	28	9676	BY	6.2	49.7568	9.1254	169	162	2028-09-18	Miltenberg	Wörth
5.28	25	9676	BY	6.2	49.7752	9.13954	169	162	2028-09-18	Miltenberg	Wörth
5.28	25	9183	BY	6	48.1301	12.4154	162	175	2027-12-31	Mühldorf_a._Inn	Taufkirchen
5.28	25	9183	BY	6	48.1278	12.4089	162	175	2027-12-31	Mühldorf_a._Inn	Taufkirchen
5.13	24	9183	BY	6	48.134	12.42	162	175	2027-12-31	Mühldorf_a._Inn	Taufkirchen
5.13	24	9183	BY	6	48.1385	12.4217	162	175	2027-12-31	Mühldorf_a._Inn	Taufkirchen
5.12	23	9183	BY	6	48.1227	12.4012	162	175	2027-12-31	Mühldorf_a._Inn	Taufkirchen
5.38	25	9184	BY	5.56	48.0418	11.447	167	160	2026-12-15	München	Neuried
5.38	25	9184	BY	5.56	48.0341	11.4454	167	160	2026-12-15	München	Neuried
5.38	25	9184	BY	5.56	48.0459	11.4402	167	160	2026-12-15	München	Neuried
5.38	25	9184	BY	5.56	48.0477	11.4607	167	160	2026-12-15	München	Neuried
5.38	25	9184	BY	5.56	48.0631	11.4421	167	160	2026-12-15	München	Neuried
5.38	25	9184	BY	5.56	48.0568	11.4414	167	160	2026-12-15	München	Neuried
5.34	25	9184	BY	5.56	48.0295	11.761	167	160	2026-11-18	München	Höhenkirchen-Siegertsbrunn
5.34	25	9184	BY	6	48.0359	11.7758	162	175	2028-10-01	München	Höhenkirchen-Siegertsbrunn
5.34	25	9184	BY	6	48.0313	11.7764	162	175	2028-10-01	München	Höhenkirchen-Siegertsbrunn
5.34	25	9184	BY	5.56	48.0216	11.7651	167	160	2026-11-18	München	Höhenkirchen-Siegertsbrunn
5.34	25	9184	BY	5.56	47.9519	11.6891	167	160	2025-05-28	München	Sauerlach
5.34	25	9184	BY	5.56	47.938	11.7195	167	160	2025-07-07	München	Aying
5.34	25	9184	BY	6	48.0396	11.7714	162	175	2028-10-01	München	Höhenkirchen-Siegertsbrunn
5.34	25	9184	BY	5.56	48.0256	11.7646	167	160	2026-11-18	München	Höhenkirchen-Siegertsbrunn
5.31	25	9184	BY	7.2	48.0928	11.7366	175	172	2027-10-01	München	Grasbrunn
5.31	25	9184	BY	7.2	48.0894	11.73	175	172	2027-10-01	München	Grasbrunn
5.31	25	9184	BY	7.2	48.0892	11.724	175	172	2027-10-01	München	Grasbrunn
5.58	27	9185	BY	5.7	48.5509	11.141	164	163	2026-12-01	Neuburg-Schrobenhausen	Schrobenhausen
5.58	27	9185	BY	5.7	48.5501	11.1509	164	163	2026-12-01	Neuburg-Schrobenhausen	Schrobenhausen
5.58	27	9185	BY	5.7	48.555	11.1469	164	163	2026-12-01	Neuburg-Schrobenhausen	Schrobenhausen
6.46	35	9373	BY	7.2	49.3424	11.6262	175	172	2027-10-31	Neumarkt_i.d._OPf.	Lauterhofen
6.02	31	9373	BY	7.2	49.2125	11.4881	199	172	2027-05-31	Neumarkt_i.d._OPf.	Sengenthal
5.94	30	9373	BY	4.2	49.4263	11.4576	149	136	2025-12-31	Neumarkt_i.d._OPf.	Lauterhofen
5.87	30	9373	BY	6.8	49.2742	11.4086	179	175	2027-12-01	Neumarkt_i.d._OPf.	Berngau
5.87	30	9373	BY	6.8	49.2711	11.4158	179	175	2027-12-01	Neumarkt_i.d._OPf.	Berngau
5.87	30	9373	BY	6.8	49.2863	11.3835	179	175	2027-12-01	Neumarkt_i.d._OPf.	Berngau
5.87	30	9373	BY	6.8	49.2701	11.4037	179	175	2027-12-01	Neumarkt_i.d._OPf.	Berngau
6.49	35	9575	BY	5.56	49.7483	10.4391	167	160	2027-03-31	Neustadt_a.d._Aisch-Bad_Windsheim	Oberscheinfeld
6.49	35	9575	BY	5.56	49.7455	10.4483	167	160	2027-03-31	Neustadt_a.d._Aisch-Bad_Windsheim	Oberscheinfeld
6.49	35	9575	BY	5.56	49.7373	10.4682	167	160	2027-03-31	Neustadt_a.d._Aisch-Bad_Windsheim	Oberscheinfeld
6.49	35	9575	BY	5.56	49.7422	10.4355	167	160	2027-03-31	Neustadt_a.d._Aisch-Bad_Windsheim	Oberscheinfeld
6.47	35	9575	BY	5.56	49.7306	10.4663	166	160	2027-03-31	Neustadt_a.d._Aisch-Bad_Windsheim	Oberscheinfeld
6.47	35	9575	BY	6.8	49.7191	10.469	162	175	2028-11-19	Neustadt_a.d._Aisch-Bad_Windsheim	Oberscheinfeld
6.47	35	9575	BY	5.56	49.7287	10.4762	167	160	2027-03-31	Neustadt_a.d._Aisch-Bad_Windsheim	Oberscheinfeld
6.47	35	9575	BY	6.8	49.723	10.4839	162	175	2028-11-19	Neustadt_a.d._Aisch-Bad_Windsheim	Oberscheinfeld
6.47	35	9575	BY	6.8	49.7239	10.4723	162	175	2028-11-19	Neustadt_a.d._Aisch-Bad_Windsheim	Burghaslach
6.47	35	9575	BY	6.8	49.7293	10.4923	162	175	2028-11-19	Neustadt_a.d._Aisch-Bad_Windsheim	Burghaslach
6.41	34	9575	BY	5.56	49.6681	10.4228	167	160	2027-05-31	Neustadt_a.d._Aisch-Bad_Windsheim	Scheinfeld
6.41	34	9575	BY	5.56	49.6724	10.4213	167	160	2028-05-31	Neustadt_a.d._Aisch-Bad_Windsheim	Scheinfeld
6.39	34	9575	BY	7.2	49.7477	10.5841	175	172	2027-12-31	Neustadt_a.d._Aisch-Bad_Windsheim	Burghaslach
6.39	34	9575	BY	3.5	49.4915	10.6005	161	137	2025-11-30	Neustadt_a.d._Aisch-Bad_Windsheim	Markt_Erlbach
6.39	34	9575	BY	3.5	49.4871	10.6011	161	137	2025-03-31	Neustadt_a.d._Aisch-Bad_Windsheim	Trautskirchen
6.36	34	9575	BY	5.56	49.6777	10.4079	167	160	2028-05-31	Neustadt_a.d._Aisch-Bad_Windsheim	Scheinfeld
6.36	34	9575	BY	5.56	49.6777	10.3986	167	160	2027-10-01	Neustadt_a.d._Aisch-Bad_Windsheim	Markt_Bibart
6.34	34	9575	BY	6.8	49.7159	10.5663	179	175	2028-08-31	Neustadt_a.d._Aisch-Bad_Windsheim	Markt_Taschendorf
6.34	34	9575	BY	7.2	49.7434	10.5855	175	172	2027-12-31	Neustadt_a.d._Aisch-Bad_Windsheim	Burghaslach
6.34	34	9575	BY	5.56	49.7093	10.5659	167	160	2027-03-31	Neustadt_a.d._Aisch-Bad_Windsheim	Markt_Taschendorf
6.34	34	9575	BY	6.8	49.7166	10.5758	179	175	2028-08-31	Neustadt_a.d._Aisch-Bad_Windsheim	Burghaslach
6.34	34	9575	BY	5.56	49.7154	10.5507	167	160	2027-03-31	Neustadt_a.d._Aisch-Bad_Windsheim	Burghaslach
6.34	34	9575	BY	6.8	49.7122	10.5786	179	175	2028-08-31	Neustadt_a.d._Aisch-Bad_Windsheim	Burghaslach
6.33	34	9575	BY	7	49.6593	10.5106	174	175	2029-05-31	Neustadt_a.d._Aisch-Bad_Windsheim	Scheinfeld
6.33	34	9575	BY	7	49.6414	10.5117	174	175	2029-05-31	Neustadt_a.d._Aisch-Bad_Windsheim	Baudenbach
6.33	34	9575	BY	7	49.65	10.5185	174	175	2029-05-31	Neustadt_a.d._Aisch-Bad_Windsheim	Baudenbach
6.33	34	9575	BY	7	49.6546	10.5119	174	175	2029-05-31	Neustadt_a.d._Aisch-Bad_Windsheim	Scheinfeld
6.33	34	9575	BY	7	49.6651	10.5138	174	175	2029-05-31	Neustadt_a.d._Aisch-Bad_Windsheim	Markt_Taschendorf
6.3	33	9575	BY	6.2	49.4391	10.6951	169	162	2024-11-20	Neustadt_a.d._Aisch-Bad_Windsheim	Neuhof
6.3	33	9575	BY	6.2	49.4345	10.6923	169	162	2024-11-25	Neustadt_a.d._Aisch-Bad_Windsheim	Neuhof
6.28	33	9575	BY	6	49.5664	10.6904	162	175	2027-06-30	Neustadt_a.d._Aisch-Bad_Windsheim	Emskirchen
6.28	33	9575	BY	6	49.5726	10.6811	162	175	2027-06-30	Neustadt_a.d._Aisch-Bad_Windsheim	Neustadt
6.28	33	9575	BY	6	49.5689	10.6838	162	175	2027-06-30	Neustadt_a.d._Aisch-Bad_Windsheim	Emskirchen
6.2	32	9575	BY	7	49.6567	10.525	174	175	2029-05-31	Neustadt_a.d._Aisch-Bad_Windsheim	Scheinfeld
6.2	32	9575	BY	7	49.6406	10.5332	174	175	2029-05-31	Neustadt_a.d._Aisch-Bad_Windsheim	Baudenbach
6.2	32	9575	BY	7	49.6458	10.5208	174	175	2029-05-31	Neustadt_a.d._Aisch-Bad_Windsheim	Baudenbach
6.2	32	9575	BY	7	49.6459	10.5304	174	175	2029-05-31	Neustadt_a.d._Aisch-Bad_Windsheim	Baudenbach
6.2	32	9575	BY	7	49.6372	10.5236	174	175	2029-05-31	Neustadt_a.d._Aisch-Bad_Windsheim	Baudenbach
6.24	33	9374	BY	6.8	49.583	12.2374	179	175	2028-09-30	Neustadt_a.d._Waldnaab	Leuchtenberg
6.24	33	9374	BY	6.8	49.5808	12.2467	179	175	2028-09-30	Neustadt_a.d._Waldnaab	Leuchtenberg
5.98	31	9374	BY	7.2	49.5587	12.3178	175	172	2027-05-31	Neustadt_a.d._Waldnaab	Tännesberg
5.98	31	9374	BY	7.2	49.5638	12.319	175	172	2027-05-31	Neustadt_a.d._Waldnaab	Tännesberg
5.98	31	9374	BY	7.2	49.5525	12.3195	175	172	2027-05-31	Neustadt_a.d._Waldnaab	Tännesberg
5.94	30	9574	BY	6.2	49.4268	11.4659	169	162	2025-06-16	Nürnberger_Land	Happurg
5.94	30	9574	BY	6	49.4317	11.4602	169	162	2025-06-12	Nürnberger_Land	Happurg
5.69	28	9186	BY	4.2	48.532	11.5498	160	138	2024-12-24	Pfaffenhofen_a.d._Ilm	Pfaffenhofen
5.69	28	9186	BY	4.2	48.5314	11.5551	160	138	2025-06-13	Pfaffenhofen_a.d._Ilm	Pfaffenhofen
5.69	28	9186	BY	4.2	48.533	11.5592	160	138	2025-02-07	Pfaffenhofen_a.d._Ilm	Pfaffenhofen
5.69	28	9186	BY	4.26	48.5484	11.3603	160	138	2028-04-01	Pfaffenhofen_a.d._Ilm	Hohenwart
5.61	27	9186	BY	5.56	48.5193	11.3264	160	160	2028-04-03	Pfaffenhofen_a.d._Ilm	Gerolsbach
5.49	26	9673	BY	2.4	50.3441	10.3459	141	117	2026-09-01	Rhön-Grabfeld	Wülfershausen
5.49	26	9673	BY	2.4	50.3551	10.3745	141	117	2026-09-01	Rhön-Grabfeld	Hollstadt
5.49	26	9673	BY	2.4	50.347	10.3383	141	117	2026-09-01	Rhön-Grabfeld	Hollstadt
4.93	22	9187	BY	5.56	47.9269	11.8758	167	160	2025-01-30	Rosenheim	Feldkirchen-Westerham
5.98	31	9376	BY	7.2	49.5352	12.2931	175	172	2027-12-31	Schwandorf	Trausnitz
5.98	31	9376	BY	7.2	49.526	12.2979	175	172	2027-12-31	Schwandorf	Trausnitz
5.61	27	9376	BY	7	49.5594	12.2316	164	163	2028-09-30	Schwandorf	Wernberg-Köblitz
5.39	25	9376	BY	7.2	49.2109	12.144	175	172	2028-06-30	Schwandorf	Nittenau
5.39	25	9376	BY	7.2	49.2104	12.1522	175	172	2028-06-30	Schwandorf	Nittenau
6.13	32	9678	BY	7.2	50.1318	10.328	175	172	2028-03-01	Schweinfurt	Üchtelhausen
6.13	32	9678	BY	7.2	50.1256	10.3186	175	172	2028-03-01	Schweinfurt	Üchtelhausen
6.13	32	9678	BY	7.2	50.1248	10.3312	175	172	2028-03-01	Schweinfurt	Üchtelhausen
6.13	32	9678	BY	7.2	50.1361	10.3228	175	172	2028-03-01	Schweinfurt	Üchtelhausen
6.13	32	9678	BY	7.2	50.1213	10.3377	175	172	2028-03-01	Schweinfurt	Üchtelhausen
6.13	32	9678	BY	7.2	50.1254	10.3382	175	172	2028-03-01	Schweinfurt	Üchtelhausen
5.86	30	9678	BY	4.5	50.0325	10.0485	164	149	2024-06-30	Schweinfurt	Wasserlosen
5.44	26	9188	BY	5.56	48.1017	11.2128	167	160	2027-01-01	Starnberg	Wörthsee
5.44	26	9188	BY	5.56	48.1008	11.2204	160	160	2027-01-01	Starnberg	Wörthsee
5.44	26	9188	BY	5.56	48.0977	11.2249	167	160	2027-01-01	Starnberg	Wörthsee
5.62	28	9278	BY	6	48.7679	12.5656	162	175	2026-12-30	Straubing-Bogen	Leiblfing
6.83	39	9377	BY	2.3	49.7983	12.4595	87	82	2026-10-01	Tirschenreuth	Bärnau
6.83	39	9377	BY	4.26	49.8154	12.4646	90	116	2026-10-01	Tirschenreuth	Bärnau
6.83	39	9377	BY	4.26	49.8151	12.4713	110	138	2026-10-01	Tirschenreuth	Bärnau
6.83	39	9377	BY	2.3	49.8005	12.4604	77	82	2026-10-01	Tirschenreuth	Bärnau
6.46	35	9577	BY	7	48.9775	11.1298	132	175	2028-06-30	Weißenburg-Gunzenhausen	Raitenbuch
6.46	35	9577	BY	7	48.9773	11.1402	132	175	2028-06-30	Weißenburg-Gunzenhausen	Raitenbuch
6.46	35	9577	BY	7	48.9857	11.1387	132	175	2028-06-30	Weißenburg-Gunzenhausen	Raitenbuch
6.46	35	9577	BY	7	48.9824	11.1464	132	175	2028-06-30	Weißenburg-Gunzenhausen	Raitenbuch
6.45	35	9577	BY	7	49.0028	11.0907	174	175	2028-06-30	Weißenburg-Gunzenhausen	Raitenbuch
6.45	35	9577	BY	7	49.0014	11.0786	174	175	2028-06-30	Weißenburg-Gunzenhausen	Burgsalach
6.45	35	9577	BY	7	49.0067	11.0808	174	175	2028-06-30	Weißenburg-Gunzenhausen	Burgsalach
6.45	35	9577	BY	7	49.0152	11.0804	174	175	2028-06-30	Weißenburg-Gunzenhausen	Burgsalach
6.45	35	9577	BY	7	49.0103	11.0752	174	175	2028-06-30	Weißenburg-Gunzenhausen	Burgsalach
6.42	35	9577	BY	4.26	48.9723	11.1271	131	138	2028-06-30	Weißenburg-Gunzenhausen	Raitenbuch
6.42	35	9577	BY	7	48.9983	11.0955	174	175	2028-06-30	Weißenburg-Gunzenhausen	Raitenbuch
6.42	35	9577	BY	7	48.9961	11.078	174	175	2028-06-30	Weißenburg-Gunzenhausen	Raitenbuch
6.42	35	9577	BY	7	48.9921	11.084	174	175	2028-06-30	Weißenburg-Gunzenhausen	Raitenbuch
6.42	35	9577	BY	7	48.9939	11.093	174	175	2028-06-30	Weißenburg-Gunzenhausen	Raitenbuch
6.42	35	9577	BY	7	48.9855	11.1259	174	175	2028-06-30	Weißenburg-Gunzenhausen	Raitenbuch
6.42	35	9577	BY	7	48.9659	11.1282	132	175	2028-06-30	Weißenburg-Gunzenhausen	Raitenbuch
6.25	33	9577	BY	4.26	49.0273	10.755	131	138	2026-04-01	Weißenburg-Gunzenhausen	Heidenheim
6.09	31	9577	BY	4.2	48.9077	10.9337	160	138	2024-01-16	Weißenburg-Gunzenhausen	Langenaltheim
5.95	30	9577	BY	4.26	49	10	131	138	2026-06-30	Weißenburg-Gunzenhausen	Heidenheim
6.13	32	9679	BY	7	49.5139	9.93595	175	175	2027-04-01	Würzburg	Tauberrettersheim
6.13	32	9679	BY	7	49.5116	9.94083	175	175	2027-04-01	Würzburg	Tauberrettersheim
6.13	32	9679	BY	7	49.5149	9.94688	175	175	2027-04-01	Würzburg	Tauberrettersheim
6.04	31	9679	BY	4.26	49.7417	9.75085	160	138	2025-11-17	Würzburg	Altertheim
6.04	31	9679	BY	7.2	49.7733	9.74804	175	172	2028-03-01	Würzburg	Uettingen
6.04	31	9679	BY	4.26	49.7386	9.75146	160	138	2025-11-06	Würzburg	Altertheim
6.04	31	9679	BY	7.2	49.9397	10.0188	175	172	2028-03-01	Würzburg	Hausen
6.04	31	9679	BY	6.2	49.9384	9.99904	169	162	2028-03-01	Würzburg	Hausen
6.04	31	9679	BY	7.2	49.9374	10.012	175	172	2028-03-01	Würzburg	Hausen
6.04	31	9679	BY	7.2	49.9341	10.0065	175	172	2028-03-01	Würzburg	Hausen
6.04	31	9679	BY	7.2	49.9353	9.99754	175	172	2028-03-01	Würzburg	Hausen
6.04	31	9679	BY	7.2	49.777	9.74708	175	172	2028-03-01	Würzburg	Uettingen
6.04	31	9679	BY	7.2	49.7806	9.74633	175	172	2028-03-01	Würzburg	Uettingen
6.04	31	9679	BY	7.2	49.7753	9.74061	175	172	2028-03-01	Würzburg	Uettingen
6.04	31	9679	BY	4.26	49.7441	9.74703	160	138	2025-11-03	Würzburg	Altertheim
5.91	30	9679	BY	7.2	49.7657	10.0442	175	172	2026-01-01	Würzburg	Theilheim
5.91	30	9679	BY	7.2	49.7694	10.0297	175	172	2026-01-01	Würzburg	Theilheim
5.91	30	9679	BY	7.2	49.7695	10.0408	175	172	2026-01-01	Würzburg	Theilheim
5.91	30	9679	BY	6	49.7339	9.69224	162	175	2026-05-29	Würzburg	Neubrunn
5.91	30	9679	BY	4.26	49.7363	9.71262	160	138	2025-11-12	Würzburg	Neubrunn
5.83	29	9679	BY	4.26	49.7099	10.0483	160	138	2025-10-16	Würzburg	Sommerhausen
5.83	29	9679	BY	4.26	49.7079	10.0533	160	138	2025-11-05	Würzburg	Sommerhausen
5.83	29	9679	BY	4.26	49.7118	10.0564	160	138	2025-10-23	Würzburg	Sommerhausen
5.78	29	9679	BY	6	49.8263	9.73741	162	175	2027-04-09	Würzburg	Greußenheim
5.78	29	9679	BY	6	49.8358	9.73538	162	175	2027-02-28	Würzburg	Greußenheim
5.78	29	9679	BY	6	49.8298	9.73507	162	175	2027-03-30	Würzburg	Greußenheim
5.78	29	9679	BY	6	49.8322	9.7295	162	175	2027-03-10	Würzburg	Greußenheim
5.69	28	9679	BY	6	49.7406	9.68945	162	175	2026-05-04	Würzburg	Neubrunn
5.69	28	9679	BY	6	49.7377	9.69521	162	175	2026-05-18	Würzburg	Neubrunn

8.51	55	4011	HB	7	53.2171	8.52487	164	163	2026-03-31	Bremen	Bremen
8.51	55	4011	HB	7	53.2207	8.52498	164	163	2026-03-31	Bremen	Bremen

5.53	27	6412	HE	6.8	50.2169	8.72537	179	175	2027-11-22	Frankfurt_am_Main	Frankfurt
5.53	27	6412	HE	6.8	50.2201	8.71437	179	175	2027-11-22	Frankfurt_am_Main	Frankfurt
5.53	27	6412	HE	6.8	50.2157	8.71738	179	175	2027-11-22	Frankfurt_am_Main	Frankfurt
6.31	33	6631	HE	7.2	50.7937	9.86159	175	172	2028-02-07	Fulda	Eiterfeld
6.31	33	6631	HE	7.2	50.7952	9.87018	175	172	2028-02-07	Fulda	Eiterfeld
6.31	33	6631	HE	7.2	50.7908	9.86703	175	172	2028-02-07	Fulda	Eiterfeld
6.26	33	6631	HE	6.8	50.7472	9.7327	164	163	2027-12-31	Fulda	Burghaun
6.26	33	6631	HE	7.2	50.7805	9.74021	169	162	2025-12-31	Fulda	Eiterfeld
6.26	33	6631	HE	7.2	50.785	9.74029	169	162	2025-12-31	Fulda	Eiterfeld
6.26	33	6631	HE	5.7	50.7452	9.73769	164	163	2028-05-30	Fulda	Burghaun
6.17	32	6631	HE	7.2	50.7887	9.72932	169	162	2025-12-31	Fulda	Eiterfeld
6.17	32	6631	HE	7.2	50.7914	9.73849	169	162	2025-12-31	Fulda	Eiterfeld
6.17	32	6631	HE	7.2	50.7852	9.72917	169	162	2025-12-31	Fulda	Eiterfeld
6.05	31	6631	HE	6.8	50.6934	9.66473	179	175	2028-02-29	Fulda	Burghaun
6.05	31	6631	HE	6.8	50.69	9.6673	179	175	2028-02-29	Fulda	Burghaun
6.05	31	6631	HE	6.8	50.6891	9.66686	179	175	2027-06-30	Fulda	Burghaun
6.05	31	6631	HE	5.7	50.7339	9.71657	164	163	2028-05-30	Fulda	Burghaun
6.05	31	6631	HE	4.8	50.6768	9.66988	164	133	2025-06-18	Fulda	Hünfeld
5.98	31	6631	HE	4.2	50.6752	9.7109	166	136	2024-12-31	Fulda	Burghaun
5.9	30	6631	HE	5.7	50.7379	9.72258	164	163	2028-05-30	Fulda	Burghaun
5.9	30	6631	HE	7.2	50.7676	9.71829	169	162	2025-12-31	Fulda	Eiterfeld
5.9	30	6631	HE	5.7	50.7411	9.72531	164	163	2028-05-30	Fulda	Burghaun
5.9	30	6631	HE	6.8	50.7447	9.72976	164	163	2027-12-31	Fulda	Burghaun
5.9	30	6631	HE	7.2	50.7759	9.7157	169	162	2025-12-31	Fulda	Eiterfeld
5.86	30	6631	HE	6.8	50.6224	9.53205	164	163	2026-11-30	Fulda	Großenlüder
6.63	37	6531	HE	5.7	50.652	8.93336	164	163	2026-12-31	Gießen	Grünberg
6.6	36	6531	HE	5.53	50.6988	8.93512	161	158	2027-07-01	Gießen	Rabenau
6.6	36	6531	HE	5.53	50.6949	8.93251	161	158	2027-07-01	Gießen	Rabenau
6.36	34	6531	HE	5.6	50.7002	8.86014	169	150	2027-06-30	Gießen	Allendorf
6.36	34	6531	HE	5.6	50.7031	8.85001	169	150	2027-06-30	Gießen	Allendorf
6.36	34	6531	HE	5.6	50.7027	8.85512	169	150	2027-06-30	Gießen	Allendorf
6.01	31	6531	HE	5.7	50.5687	8.78587	164	163	2025-04-30	Gießen	Fernwald
5.96	31	6531	HE	5.7	50.5364	8.78364	164	163	2025-12-31	Gießen	Fernwald
5.96	31	6531	HE	5.7	50.5325	8.78697	164	163	2025-12-31	Gießen	Lich
7.05	41	6632	HE	5.7	50.4513	9.31548	164	163	2025-12-31	Hersfeld-Rotenburg	Breitenbach
6.49	35	6632	HE	7	50.9145	9.92222	162	175	2028-06-26	Hersfeld-Rotenburg	Friedewald
6.45	35	6632	HE	6.6	50.8051	9.8478	165	155	2024-03-27	Hersfeld-Rotenburg	Schenklengsfeld
6.45	35	6632	HE	6.6	50.8034	9.85914	165	155	2024-01-20	Hersfeld-Rotenburg	Schenklengsfeld
6.45	35	6632	HE	6.6	50.8015	9.86947	165	170	2027-01-29	Hersfeld-Rotenburg	Schenklengsfeld
6.41	34	6632	HE	7	50.8963	9.94957	162	175	2028-06-26	Hersfeld-Rotenburg	Heringen
6.41	34	6632	HE	7	50.9135	9.94625	162	175	2028-06-26	Hersfeld-Rotenburg	Heringen
6.41	34	6632	HE	7	50.9082	9.9441	162	175	2028-06-26	Hersfeld-Rotenburg	Heringen
6.41	34	6632	HE	7	50.9024	9.93826	162	175	2028-06-26	Hersfeld-Rotenburg	Heringen
6.41	34	6632	HE	7	50.8977	9.94201	162	175	2028-06-26	Hersfeld-Rotenburg	Heringen
6.41	34	6632	HE	5.56	50.9068	9.96035	167	160	2026-10-01	Hersfeld-Rotenburg	Heringen
6.41	34	6632	HE	5.56	50.9134	9.9617	167	160	2026-10-01	Hersfeld-Rotenburg	Heringen
6.41	34	6632	HE	5.56	50.9077	9.96933	167	160	2026-10-01	Hersfeld-Rotenburg	Heringen
6.41	34	6632	HE	5.56	50.9109	9.9665	167	160	2026-10-01	Hersfeld-Rotenburg	Heringen
6.31	33	6632	HE	6.6	50.7977	9.86634	165	155	2024-04-30	Hersfeld-Rotenburg	Schenklengsfeld
6.31	33	6632	HE	6.6	50.7979	9.86107	165	155	2024-01-10	Hersfeld-Rotenburg	Schenklengsfeld
6.31	33	6632	HE	6.6	50.7986	9.87514	165	170	2027-01-29	Hersfeld-Rotenburg	Schenklengsfeld
6.28	34	6632	HE	6.8	51.0384	9.81428	164	163	2028-07-28	Hersfeld-Rotenburg	Cornberg
6.28	34	6632	HE	6.8	51.0359	9.82041	164	163	2028-07-28	Hersfeld-Rotenburg	Cornberg
6.28	34	6632	HE	6.8	51.0408	9.81147	164	163	2028-07-28	Hersfeld-Rotenburg	Cornberg
6.28	34	6632	HE	6.8	51.042	9.80601	164	163	2028-07-28	Hersfeld-Rotenburg	Cornberg
6.28	34	6632	HE	6.8	51.0332	9.81376	164	163	2028-07-28	Hersfeld-Rotenburg	Cornberg
6.17	32	6632	HE	7	50.841	9.79101	164	163	2026-12-31	Hersfeld-Rotenburg	Schenklengsfeld
6.17	32	6632	HE	7	50.8491	9.78924	164	163	2026-12-31	Hersfeld-Rotenburg	Schenklengsfeld
6.17	32	6632	HE	7	50.8318	9.7911	164	163	2026-12-31	Hersfeld-Rotenburg	Schenklengsfeld
6.17	32	6632	HE	6.6	50.7951	9.7383	165	170	2026-03-31	Hersfeld-Rotenburg	Haunetal
6.17	32	6632	HE	6.6	50.7917	9.7315	165	170	2026-03-31	Hersfeld-Rotenburg	Haunetal
6.17	32	6632	HE	7	50.8367	9.79238	164	163	2026-12-31	Hersfeld-Rotenburg	Schenklengsfeld
6.17	32	6632	HE	7	50.8459	9.79004	164	163	2026-12-31	Hersfeld-Rotenburg	Schenklengsfeld
6.13	32	6632	HE	5.56	51.0555	9.7404	167	160	2027-11-30	Hersfeld-Rotenburg	Rotenburg
6.13	32	6632	HE	5.56	51.0495	9.74524	167	160	2027-11-30	Hersfeld-Rotenburg	Rotenburg
6.13	32	6632	HE	5.56	51.0464	9.73524	167	160	2027-11-30	Hersfeld-Rotenburg	Rotenburg
6.13	32	6632	HE	5.56	51.0508	9.73777	167	160	2027-11-30	Hersfeld-Rotenburg	Rotenburg
6.13	32	6632	HE	5.56	51.0493	9.73015	167	160	2027-11-30	Hersfeld-Rotenburg	Rotenburg
6.13	32	6632	HE	5.56	51.0596	9.74225	167	160	2027-11-30	Hersfeld-Rotenburg	Rotenburg
6.04	31	6632	HE	7	50.849	9.77133	164	163	2026-12-31	Hersfeld-Rotenburg	Schenklengsfeld
6.04	31	6632	HE	7	50.8536	9.77867	164	163	2026-12-31	Hersfeld-Rotenburg	Schenklengsfeld
6.04	31	6632	HE	7	50.8569	9.78704	164	163	2026-12-31	Hersfeld-Rotenburg	Schenklengsfeld
6.59	36	6434	HE	6.2	50.3082	8.37383	169	162	2025-08-22	Hochtaunuskreis	Weilrod
6.59	36	6434	HE	6.2	50.3128	8.37949	169	162	2025-08-26	Hochtaunuskreis	Weilrod
6.59	36	6434	HE	6.2	50.3046	8.36844	169	162	2025-08-12	Hochtaunuskreis	Weilrod
5.53	27	6434	HE	6.8	50.2216	8.70656	179	175	2027-11-22	Hochtaunuskreis	Bad_Homburg
6.87	39	6633	HE	5.56	51.293	9.21986	166	160	2026-12-01	Kassel	Wolfhagen
6.87	39	6633	HE	5.56	51.2897	9.21991	166	160	2026-12-01	Kassel	Wolfhagen
6.87	39	6633	HE	5.56	51.2954	9.21379	166	160	2026-12-01	Kassel	Wolfhagen
